queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,calib_ns,peak_rss_mb,unix_time
vyukov,throughput,4,4,2,1024,none,2.00,1000000,6,1524086,2.0053,0.760,0.0,0,0,0,0,0.0822,0.1055,0,54791,0.0000,0.0000,114482084,1.4,1783417865
vyukov-b,throughput,4,4,2,1024,none,2.00,1000000,6,1663689,2.0070,0.829,0.0,0,0,0,0,0.0594,0.0651,0,24101,0.0000,0.0000,124899334,1.5,1783417867
faa,throughput,4,4,2,1024,none,2.00,1000000,6,44402541,2.0021,22.178,0.0,0,0,0,0,0.0087,0.0078,0,334087,0.0000,0.0000,117070791,1.4,1783417870
casticket,throughput,4,4,2,1024,none,2.00,1000000,6,33807715,2.0052,16.860,0.0,0,0,0,0,0.0070,0.0083,0,283282,0.0000,0.0000,124869583,1.5,1783417872
mutex,throughput,4,4,2,1024,none,2.00,1000000,6,31526963,2.0028,15.741,0.0,0,0,0,0,0.0071,0.0336,0,557842,0.0000,0.0000,117707125,1.7,1783417875
moody,throughput,4,4,2,1024,none,2.00,1000000,6,15994554,2.0055,7.975,0.0,0,0,0,0,0.0918,0.0438,0,5722,0.0000,0.0000,122487000,1.7,1783417877
ms,throughput,4,4,4,1024,none,2.00,1000000,6,14786617,2.9276,5.051,0.0,0,0,0,0,0.1810,0.0518,0,11133,0.0000,0.0000,124139667,230.8,1783417881
vyukov,throughput,4,4,4,1024,none,2.00,1000000,6,3259720,2.0053,1.626,0.0,0,0,0,0,0.1187,0.0740,0,92205,0.0000,0.0000,114459708,1.7,1783417883
vyukov-b,throughput,4,4,4,1024,none,2.00,1000000,6,2812497,2.0054,1.402,0.0,0,0,0,0,0.1270,0.0854,0,81326,0.0000,0.0000,122884292,1.8,1783417886
faa,throughput,4,4,4,1024,none,2.00,1000000,6,73824908,2.0056,36.809,0.0,0,0,0,0,0.0051,0.0049,0,1713378,0.0000,0.0000,123849667,1.8,1783417888
casticket,throughput,4,4,4,1024,none,2.00,1000000,6,63857297,2.0056,31.840,0.0,0,0,0,0,0.0055,0.0032,0,1415136,0.0000,0.0000,116578667,1.7,1783417890
mutex,throughput,4,4,4,1024,none,2.00,1000000,6,13388610,2.0011,6.691,0.0,0,0,0,0,0.0627,0.1849,0,630618,0.0000,0.0000,122460542,2.1,1783417893
moody,throughput,4,4,4,1024,none,2.00,1000000,6,15250930,2.0185,7.556,0.0,0,0,0,0,0.1120,0.0589,0,18562,0.0000,0.0000,122023625,1.9,1783417895
ms,throughput,4,4,4,64,none,2.00,1000000,6,17365265,3.1969,5.432,0.0,0,0,0,0,0.3024,0.0416,0,16794,0.0000,0.0000,120776416,348.2,1783417899
vyukov,throughput,4,4,4,64,none,2.00,1000000,6,1689748,2.0053,0.843,0.0,0,0,0,0,0.2217,0.1386,0,38850,0.0000,0.0000,121178541,1.8,1783417901
vyukov-b,throughput,4,4,4,64,none,2.00,1000000,6,2264284,2.0056,1.129,0.0,0,0,0,0,0.1818,0.0936,0,55120,0.0000,0.0000,123690208,1.8,1783417904
faa,throughput,4,4,4,64,none,2.00,1000000,6,5551884,2.0055,2.768,0.0,0,0,0,0,0.0060,0.0056,0,2333437,0.0000,0.0000,123219458,1.7,1783417906
casticket,throughput,4,4,4,64,none,2.00,1000000,6,5021773,2.0054,2.504,0.0,0,0,0,0,0.0014,0.0011,0,2071689,0.0000,0.0000,119962667,1.7,1783417909
mutex,throughput,4,4,4,64,none,2.00,1000000,6,2274940,2.0055,1.134,0.0,0,0,0,0,0.1248,0.0155,0,649776,0.0000,0.0000,121411583,1.8,1783417911
ms,throughput,4,4,4,8192,none,2.00,1000000,6,14555318,2.8134,5.174,0.0,0,0,0,0,0.2172,0.0475,0,15068,0.0000,0.0000,117138667,205.8,1783418035
vyukov,throughput,4,4,4,8192,none,2.00,1000000,6,4849966,2.0069,2.417,0.0,0,0,0,0,0.1075,0.1390,0,56753,0.0000,0.0000,117834167,1.8,1783418037
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,6,4569632,2.0121,2.271,0.0,0,0,0,0,0.0948,0.1644,0,95451,0.0000,0.0000,124352041,1.9,1783418040
faa,throughput,4,4,4,8192,none,2.00,1000000,6,40130890,2.0062,20.004,0.0,0,0,0,0,0.0337,0.0303,0,129695,0.0000,0.0000,123225542,1.9,1783418042
casticket,throughput,4,4,4,8192,none,2.00,1000000,6,17532270,2.0050,8.744,0.0,0,0,0,0,0.0335,0.0555,0,143496,0.0000,0.0000,125278334,1.9,1783418045
mutex,throughput,4,4,4,8192,none,2.00,1000000,6,32644355,2.0055,16.277,0.0,0,0,0,0,0.0882,0.1291,0,428239,0.0000,0.0000,122819334,2.2,1783418047
moody,throughput,4,4,4,8192,none,2.00,1000000,6,17104582,2.0174,8.479,0.0,0,0,0,0,0.5061,0.0858,0,10560,0.0000,0.0000,120367959,2.1,1783418049
ms,throughput,1,1,1,1024,none,2.00,1000000,6,40299478,3.4603,11.646,0.0,0,0,0,0,0.0000,0.0000,0,1323,0.0000,0.0000,124320750,637.5,1783418053
vyukov,throughput,1,1,1,1024,none,2.00,1000000,6,235356715,2.0010,117.618,0.0,0,0,0,0,0.0000,0.0000,0,240,0.0000,0.0000,119585375,1.2,1783418056
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,6,242159823,2.0051,120.774,0.0,0,0,0,0,0.0000,0.0000,0,723,0.0000,0.0000,117780083,1.2,1783418058
faa,throughput,1,1,1,1024,none,2.00,1000000,6,258580681,2.0051,128.963,0.0,0,0,0,0,0.0000,0.0000,0,308,0.0000,0.0000,122679875,1.2,1783418061
casticket,throughput,1,1,1,1024,none,2.00,1000000,6,158693682,2.0051,79.146,0.0,0,0,0,0,0.0000,0.0000,0,409,0.0000,0.0000,121059000,1.2,1783418063
mutex,throughput,1,1,1,1024,none,2.00,1000000,6,69168856,2.0051,34.497,0.0,0,0,0,0,0.0000,0.0000,0,931098,0.0000,0.0000,124859083,1.4,1783418066
moody,throughput,1,1,1,1024,none,2.00,1000000,6,52308512,2.0051,26.088,0.0,0,0,0,0,0.0000,0.0000,0,549,0.0000,0.0000,123186458,1.2,1783418068
spsc,throughput,1,1,1,1024,none,2.00,1000000,6,732870419,2.0050,365.513,0.0,0,0,0,0,0.0000,0.0000,0,743,0.0000,0.0000,125158334,1.2,1783418070
ms,throughput,2,2,1,1024,none,2.00,1000000,6,42227335,2.5749,16.399,0.0,0,0,0,0,0.0858,0.0003,0,2637,0.0000,0.0000,123567792,401.8,1783418073
vyukov,throughput,2,2,1,1024,none,2.00,1000000,6,50586194,2.0051,25.229,0.0,0,0,0,0,0.0225,0.0297,0,989,0.0000,0.0000,122735125,1.3,1783418076
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,6,49083779,2.0051,24.480,0.0,0,0,0,0,0.0036,0.0082,0,1021,0.0000,0.0000,121464375,1.3,1783418078
faa,throughput,2,2,1,1024,none,2.00,1000000,6,51815153,2.0051,25.842,0.0,0,0,0,0,0.0005,0.0005,0,1956,0.0000,0.0000,123094833,1.3,1783418081
casticket,throughput,2,2,1,1024,none,2.00,1000000,6,39502158,2.0051,19.701,0.0,0,0,0,0,0.0092,0.0085,0,3857,0.0000,0.0000,124487917,1.3,1783418083
mutex,throughput,2,2,1,1024,none,2.00,1000000,6,46452827,2.0050,23.169,0.0,0,0,0,0,0.0026,0.0226,0,1361477,0.0000,0.0000,117691333,1.3,1783418086
moody,throughput,2,2,1,1024,none,2.00,1000000,6,26101692,2.0051,13.018,0.0,0,0,0,0,0.0012,0.0005,0,265,0.0000,0.0000,120825417,1.3,1783418088
ms,throughput,4,4,1,1024,all-int,2.00,1000000,6,11839465,2.0053,5.904,0.0,0,0,0,0,0.0430,0.0117,0,23212,0.0000,0.0000,122681291,15.4,1783418091
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,6,19271747,2.0051,9.611,0.0,0,0,0,0,0.0153,0.0053,0,102741,0.0000,0.0000,117452250,1.3,1783418093
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,6,16934649,2.0014,8.461,0.0,0,0,0,0,0.0075,0.0091,0,35366,0.0000,0.0000,123978709,1.3,1783418095
faa,throughput,4,4,1,1024,all-int,2.00,1000000,6,29389400,2.0114,14.611,0.0,0,0,0,0,0.0034,0.0058,0,38052,0.0000,0.0000,124596333,1.4,1783418098
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,6,20215411,2.0020,10.098,0.0,0,0,0,0,0.0049,0.0033,0,36589,0.0000,0.0000,122909083,1.4,1783418100
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,6,37424057,2.0049,18.667,0.0,0,0,0,0,0.0018,0.0125,0,791527,0.0000,0.0000,123183584,1.6,1783418103
moody,throughput,4,4,1,1024,all-int,2.00,1000000,6,15721506,2.0115,7.816,0.0,0,0,0,0,0.0899,0.0372,0,9389,0.0000,0.0000,124459209,1.4,1783418105
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,6,12806111,3.4289,3.735,0.0,0,0,0,0,0.0282,0.3366,0,23182,0.0000,0.0000,122395792,271.5,1783418109
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,6,3059658,2.0052,1.526,0.0,0,0,0,0,0.3151,0.1138,0,17347,0.0000,0.0000,123562167,1.3,1783418112
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,6,1267073,2.0178,0.628,0.0,0,0,0,0,0.1516,0.1849,0,13797,0.0000,0.0000,123874708,1.4,1783418114
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,6,27582602,2.0052,13.755,0.0,0,0,0,0,0.0046,0.0048,0,139738,0.0000,0.0000,126084041,1.4,1783418116
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,6,24619287,2.0053,12.277,0.0,0,0,0,0,0.0058,0.0073,0,110916,0.0000,0.0000,122335917,1.4,1783418119
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,6,6333615,2.0053,3.158,0.0,0,0,0,0,0.0241,0.0306,0,267699,0.0000,0.0000,123806541,1.5,1783418121
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,6,5280316,2.0053,2.633,0.0,0,0,0,0,0.0235,0.1106,0,9860,0.0000,0.0000,124964250,1.4,1783418124
ms,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,775273.8,1000,12954000,47546250,54751208,0.0000,0.0431,0,638022,0.0000,0.0000,141742166,35.2,1783418126
vyukov,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,647916.6,833,15615833,28077166,35943083,0.0000,0.0288,0,765608,0.0000,0.0000,124410667,31.8,1783418129
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,214622.7,625,6246916,9553458,11204416,0.0000,0.0150,0,697512,0.0000,0.0000,124262000,31.8,1783418131
faa,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,263730.7,667,7455875,19418959,23181917,0.0000,0.0096,0,600357,0.0000,0.0000,123562791,31.8,1783418134
casticket,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,162702.2,667,4636167,10398000,13040542,0.0000,0.0134,0,589764,0.0000,0.0000,122214042,31.8,1783418136
mutex,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,142259.8,1833,4457625,8456708,10024416,0.0000,0.0048,0,845956,0.0000,0.0000,124304125,32.0,1783418139
moody,latency,4,4,1,1024,none,2.00,1000000,6,2000000,2.0000,1.000,51060.3,500,1805084,4593000,5749125,0.0000,0.0859,0,184929,0.0000,0.0000,122005167,31.9,1783418141
ms,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,9887493.3,7482416,37330291,97264000,117452250,0.0000,0.1314,0,135613,0.0000,0.0000,122484833,38.6,1783418144
vyukov,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,6007106.9,1800833,44517750,78038875,95690417,0.0000,0.1253,0,220366,0.0000,0.0000,123903083,31.9,1783418146
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,5581093.5,1717708,43960083,67470166,84180875,0.0000,0.1958,0,204488,0.0000,0.0000,122951875,32.0,1783418149
faa,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,1920008.9,1001083,11739041,16555416,21753375,0.0000,0.0728,0,103862,0.0000,0.0000,125298416,31.9,1783418151
casticket,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,1878492.2,991416,11961708,22915208,28663958,0.0000,0.0625,0,87105,0.0000,0.0000,123412333,31.9,1783418154
mutex,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,5405416.1,1468833,46898208,66754500,77560958,0.0000,0.0750,0,474215,0.0000,0.0000,126201000,32.1,1783418156
moody,latency,4,4,4,1024,none,2.00,1000000,6,2000000,2.0000,1.000,8634908.8,1755958,67857292,105821125,122503375,0.0000,0.1396,0,164674,0.0000,0.0000,119334625,32.1,1783418159
ms,throughput,4,4,1,1024,none,2.00,1000000,7,12678927,2.0344,6.232,0.0,0,0,0,0,0.0635,0.0136,0,20738,0.0000,0.0000,122739250,32.1,1783418163
vyukov,throughput,4,4,1,1024,none,2.00,1000000,7,15537764,2.0049,7.750,0.0,0,0,0,0,0.0310,0.0144,0,46402,0.0000,0.0000,125122584,1.4,1783418166
vyukov-b,throughput,4,4,1,1024,none,2.00,1000000,7,15775761,2.0061,7.864,0.0,0,0,0,0,0.0267,0.0158,0,14005,0.0000,0.0000,116637750,1.3,1783418168
faa,throughput,4,4,1,1024,none,2.00,1000000,7,32914344,2.0040,16.425,0.0,0,0,0,0,0.0013,0.0041,0,10657,0.0000,0.0000,123974500,1.4,1783418171
casticket,throughput,4,4,1,1024,none,2.00,1000000,7,13378075,2.0051,6.672,0.0,0,0,0,0,0.0052,0.0190,0,7184,0.0000,0.0000,120775500,1.3,1783418173
mutex,throughput,4,4,1,1024,none,2.00,1000000,7,38311882,2.0003,19.153,0.0,0,0,0,0,0.0140,0.0076,0,846869,0.0000,0.0000,121219958,1.6,1783418176
moody,throughput,4,4,1,1024,none,2.00,1000000,7,15705311,2.0051,7.833,0.0,0,0,0,0,0.1142,0.0401,0,7479,0.0000,0.0000,118386584,1.4,1783418178
ms,throughput,4,4,2,1024,none,2.00,1000000,7,14091875,2.6292,5.360,0.0,0,0,0,0,0.0508,0.0325,0,11525,0.0000,0.0000,121959875,172.1,1783418181
vyukov,throughput,4,4,2,1024,none,2.00,1000000,7,3780082,2.0052,1.885,0.0,0,0,0,0,0.0324,0.0217,0,278457,0.0000,0.0000,116105542,1.5,1783418184
vyukov-b,throughput,4,4,2,1024,none,2.00,1000000,7,4224974,2.0023,2.110,0.0,0,0,0,0,0.0389,0.0915,0,89309,0.0000,0.0000,122091334,1.5,1783418186
faa,throughput,4,4,2,1024,none,2.00,1000000,7,35890716,2.0047,17.904,0.0,0,0,0,0,0.0083,0.0081,0,213633,0.0000,0.0000,120043417,1.5,1783418189
casticket,throughput,4,4,2,1024,none,2.00,1000000,7,19775071,2.0053,9.861,0.0,0,0,0,0,0.0093,0.0089,0,165687,0.0000,0.0000,121853041,1.5,1783418191
mutex,throughput,4,4,2,1024,none,2.00,1000000,7,30102136,2.0054,15.011,0.0,0,0,0,0,0.0218,0.0512,0,463133,0.0000,0.0000,124140292,1.8,1783418193
moody,throughput,4,4,2,1024,none,2.00,1000000,7,15750564,2.0053,7.855,0.0,0,0,0,0,0.0422,0.0357,0,9579,0.0000,0.0000,124412959,1.6,1783418196
ms,throughput,4,4,4,1024,none,2.00,1000000,7,15821595,2.8810,5.492,0.0,0,0,0,0,0.1504,0.0282,0,25947,0.0000,0.0000,124209208,248.9,1783418199
vyukov,throughput,4,4,4,1024,none,2.00,1000000,7,3349650,2.0168,1.661,0.0,0,0,0,0,0.1804,0.0859,0,85799,0.0000,0.0000,115413666,1.8,1783418202
vyukov-b,throughput,4,4,4,1024,none,2.00,1000000,7,3459409,2.0216,1.711,0.0,0,0,0,0,0.1306,0.0549,0,115790,0.0000,0.0000,120754458,1.8,1783418204
faa,throughput,4,4,4,1024,none,2.00,1000000,7,57154975,2.0034,28.529,0.0,0,0,0,0,0.0089,0.0089,0,1091955,0.0000,0.0000,124336250,1.8,1783418207
casticket,throughput,4,4,4,1024,none,2.00,1000000,7,39443185,2.0058,19.665,0.0,0,0,0,0,0.0121,0.0102,0,797735,0.0000,0.0000,125236666,1.8,1783418209
mutex,throughput,4,4,4,1024,none,2.00,1000000,7,29725862,2.0054,14.823,0.0,0,0,0,0,0.0787,0.1410,0,474301,0.0000,0.0000,121878875,2.0,1783418211
moody,throughput,4,4,4,1024,none,2.00,1000000,7,15319076,2.0153,7.601,0.0,0,0,0,0,0.1232,0.0616,0,13158,0.0000,0.0000,117334542,1.9,1783418214
ms,throughput,4,4,4,64,none,2.00,1000000,7,15557089,2.9982,5.189,0.0,0,0,0,0,0.1315,0.0528,0,14276,0.0000,0.0000,117185042,257.9,1783418217
vyukov,throughput,4,4,4,64,none,2.00,1000000,7,1850708,2.0236,0.915,0.0,0,0,0,0,0.1916,0.1152,0,125275,0.0000,0.0000,114577584,1.8,1783418220
vyukov-b,throughput,4,4,4,64,none,2.00,1000000,7,2157177,2.0146,1.071,0.0,0,0,0,0,0.1271,0.1355,0,123560,0.0000,0.0000,124409750,1.8,1783418222
faa,throughput,4,4,4,64,none,2.00,1000000,7,4950227,2.0056,2.468,0.0,0,0,0,0,0.0012,0.0012,0,1839981,0.0000,0.0000,122891500,1.7,1783418225
casticket,throughput,4,4,4,64,none,2.00,1000000,7,5106817,2.0057,2.546,0.0,0,0,0,0,0.0009,0.0007,0,1864687,0.0000,0.0000,124962875,1.7,1783418227
mutex,throughput,4,4,4,64,none,2.00,1000000,7,8197823,2.0054,4.088,0.0,0,0,0,0,0.0324,0.0211,0,674305,0.0000,0.0000,121923208,1.9,1783418230
moody,throughput,4,4,4,64,none,2.00,1000000,7,1077504,2.0055,0.537,0.0,0,0,0,0,0.2433,0.0954,0,38134,0.0000,0.0000,126644083,1.9,1783418232
ms,throughput,4,4,4,8192,none,2.00,1000000,7,14096875,2.8400,4.964,0.0,0,0,0,0,0.1090,0.0517,0,14663,0.0000,0.0000,123916458,196.1,1783418235
vyukov,throughput,4,4,4,8192,none,2.00,1000000,7,4896672,2.0171,2.428,0.0,0,0,0,0,0.1419,0.1147,0,85330,0.0000,0.0000,121175584,2.0,1783418238
vyukov-b,throughput,4,4,4,8192,none,2.00,1000000,7,4755780,2.0115,2.364,0.0,0,0,0,0,0.1387,0.2721,0,67322,0.0000,0.0000,121015583,1.9,1783418240
faa,throughput,4,4,4,8192,none,2.00,1000000,7,39780298,2.0062,19.829,0.0,0,0,0,0,0.0369,0.0432,0,116110,0.0000,0.0000,117199792,1.9,1783418243
casticket,throughput,4,4,4,8192,none,2.00,1000000,7,17949479,2.0028,8.962,0.0,0,0,0,0,0.0459,0.0573,0,159796,0.0000,0.0000,121483375,1.9,1783418245
mutex,throughput,4,4,4,8192,none,2.00,1000000,7,31137536,2.0056,15.525,0.0,0,0,0,0,0.0780,0.1480,0,372282,0.0000,0.0000,121441250,2.3,1783418248
moody,throughput,4,4,4,8192,none,2.00,1000000,7,16306026,2.0152,8.092,0.0,0,0,0,0,0.5283,0.0938,0,6092,0.0000,0.0000,118282625,2.0,1783418250
ms,throughput,1,1,1,1024,none,2.00,1000000,7,30309065,2.6828,11.297,0.0,0,0,0,0,0.0000,0.0000,0,672,0.0000,0.0000,125328750,383.8,1783418253
vyukov,throughput,1,1,1,1024,none,2.00,1000000,7,229588031,2.0051,114.505,0.0,0,0,0,0,0.0000,0.0000,0,861,0.0000,0.0000,123257125,1.2,1783418256
vyukov-b,throughput,1,1,1,1024,none,2.00,1000000,7,241873531,2.0051,120.631,0.0,0,0,0,0,0.0000,0.0000,0,1654,0.0000,0.0000,124942959,1.2,1783418258
faa,throughput,1,1,1,1024,none,2.00,1000000,7,252884913,2.0051,126.124,0.0,0,0,0,0,0.0000,0.0000,0,2799,0.0000,0.0000,123936958,1.2,1783418260
casticket,throughput,1,1,1,1024,none,2.00,1000000,7,159019694,2.0025,79.410,0.0,0,0,0,0,0.0000,0.0000,0,436,0.0000,0.0000,123636291,1.2,1783418263
mutex,throughput,1,1,1,1024,none,2.00,1000000,7,69325189,2.0051,34.575,0.0,0,0,0,0,0.0000,0.0000,0,935166,0.0000,0.0000,124499000,1.5,1783418265
moody,throughput,1,1,1,1024,none,2.00,1000000,7,52642806,2.0051,26.255,0.0,0,0,0,0,0.0000,0.0000,0,101,0.0000,0.0000,115060000,1.2,1783418268
spsc,throughput,1,1,1,1024,none,2.00,1000000,7,751547813,2.0050,374.829,0.0,0,0,0,0,0.0000,0.0000,0,36,0.0000,0.0000,123074500,1.2,1783418270
ms,throughput,2,2,1,1024,none,2.00,1000000,7,43126752,2.6420,16.323,0.0,0,0,0,0,0.0535,0.0009,0,1324,0.0000,0.0000,123551375,425.1,1783418273
vyukov,throughput,2,2,1,1024,none,2.00,1000000,7,50540650,2.0010,25.258,0.0,0,0,0,0,0.0374,0.0025,0,2205,0.0000,0.0000,106816875,1.3,1783418276
vyukov-b,throughput,2,2,1,1024,none,2.00,1000000,7,49259504,2.0051,24.567,0.0,0,0,0,0,0.0052,0.0105,0,1248,0.0000,0.0000,122547125,1.3,1783418278
faa,throughput,2,2,1,1024,none,2.00,1000000,7,51795625,2.0051,25.832,0.0,0,0,0,0,0.0004,0.0009,0,4628,0.0000,0.0000,118468291,1.2,1783418281
casticket,throughput,2,2,1,1024,none,2.00,1000000,7,39530955,2.0007,19.759,0.0,0,0,0,0,0.0042,0.0041,0,2741,0.0000,0.0000,125822334,1.3,1783418283
mutex,throughput,2,2,1,1024,none,2.00,1000000,7,45576620,2.0048,22.734,0.0,0,0,0,0,0.0146,0.0026,0,1322737,0.0000,0.0000,126045458,1.5,1783418285
moody,throughput,2,2,1,1024,none,2.00,1000000,7,25209751,2.0051,12.573,0.0,0,0,0,0,0.0024,0.0001,0,2102,0.0000,0.0000,121045292,1.2,1783418288
ms,throughput,4,4,1,1024,all-int,2.00,1000000,7,12805929,2.0055,6.385,0.0,0,0,0,0,0.0106,0.0240,0,29847,0.0000,0.0000,122849458,16.6,1783418290
vyukov,throughput,4,4,1,1024,all-int,2.00,1000000,7,16580540,2.0051,8.269,0.0,0,0,0,0,0.0444,0.0140,0,19955,0.0000,0.0000,124260792,1.4,1783418293
vyukov-b,throughput,4,4,1,1024,all-int,2.00,1000000,7,16574661,2.0051,8.266,0.0,0,0,0,0,0.0109,0.0204,0,68500,0.0000,0.0000,121975000,1.3,1783418295
faa,throughput,4,4,1,1024,all-int,2.00,1000000,7,33117274,2.0009,16.552,0.0,0,0,0,0,0.0023,0.0024,0,21278,0.0000,0.0000,122013209,1.4,1783418298
casticket,throughput,4,4,1,1024,all-int,2.00,1000000,7,13463198,2.0051,6.714,0.0,0,0,0,0,0.0103,0.0185,0,5946,0.0000,0.0000,117687584,1.3,1783418300
mutex,throughput,4,4,1,1024,all-int,2.00,1000000,7,38711185,2.0045,19.312,0.0,0,0,0,0,0.0057,0.0105,0,848933,0.0000,0.0000,124212291,1.6,1783418303
moody,throughput,4,4,1,1024,all-int,2.00,1000000,7,16051656,2.0051,8.005,0.0,0,0,0,0,0.0866,0.0290,0,10642,0.0000,0.0000,122838542,1.4,1783418305
ms,throughput,4,4,1,1024,all-bg,2.00,1000000,7,8246441,2.7595,2.988,0.0,0,0,0,0,0.0350,0.2799,0,7675,0.0000,0.0000,120497416,115.5,1783418308
vyukov,throughput,4,4,1,1024,all-bg,2.00,1000000,7,829206,2.0053,0.414,0.0,0,0,0,0,0.0282,0.0772,0,4785,0.0000,0.0000,123977709,1.4,1783418311
vyukov-b,throughput,4,4,1,1024,all-bg,2.00,1000000,7,1081580,2.0054,0.539,0.0,0,0,0,0,0.0826,0.0509,0,5103,0.0000,0.0000,120702250,1.4,1783418313
faa,throughput,4,4,1,1024,all-bg,2.00,1000000,7,27373339,2.0053,13.651,0.0,0,0,0,0,0.0049,0.0071,0,120933,0.0000,0.0000,122292958,1.4,1783418316
casticket,throughput,4,4,1,1024,all-bg,2.00,1000000,7,25956129,2.0053,12.943,0.0,0,0,0,0,0.0089,0.0060,0,98838,0.0000,0.0000,121849959,1.3,1783418318
mutex,throughput,4,4,1,1024,all-bg,2.00,1000000,7,7508781,2.0053,3.744,0.0,0,0,0,0,0.0094,0.0361,0,306406,0.0000,0.0000,116392458,1.5,1783418320
moody,throughput,4,4,1,1024,all-bg,2.00,1000000,7,5044221,2.0054,2.515,0.0,0,0,0,0,0.0131,0.1122,0,5549,0.0000,0.0000,118903125,1.4,1783418323
ms,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,696.1,500,8583,18125,1463042,0.0000,0.0278,0,37701,0.0000,0.0000,122686917,32.2,1783418325
vyukov,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,557.9,417,1250,9417,407834,0.0000,0.0751,0,226361,0.0000,0.0000,123382292,31.8,1783418328
vyukov-b,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,485.6,417,1500,7167,326375,0.0000,0.0456,0,211630,0.0000,0.0000,122779291,31.8,1783418330
faa,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,556.7,375,4458,15625,1038416,0.0000,0.0013,0,26519,0.0000,0.0000,123391542,31.8,1783418333
casticket,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,982.9,334,9084,105709,1115542,0.0000,0.0023,0,73865,0.0000,0.0000,122753792,31.8,1783418335
mutex,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,4858.7,1750,39167,170584,1675167,0.0000,0.0025,0,875729,0.0000,0.0000,116411708,31.8,1783418338
moody,latency,4,4,1,1024,none,2.00,1000000,7,2000000,2.0000,1.000,553.9,458,1791,10541,1491625,0.0000,0.0380,0,54134,0.0000,0.0000,118274167,31.8,1783418340
ms,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,9524551.4,7634625,30761292,93540375,125396084,0.0000,0.1074,0,22983,0.0000,0.0000,117346792,39.5,1783418343
vyukov,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,5787110.2,1584583,45148292,63937875,75080458,0.0000,0.1403,0,308221,0.0000,0.0000,117335959,31.8,1783418345
vyukov-b,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,5870539.6,1570959,48858792,82428917,100305167,0.0000,0.1380,0,307366,0.0000,0.0000,121323791,31.9,1783418348
faa,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,1554196.5,878292,9054125,13628917,16765875,0.0000,0.0599,0,98804,0.0000,0.0000,121837542,32.0,1783418350
casticket,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,1519276.5,860791,8642791,14086166,20980416,0.0000,0.1107,0,104305,0.0000,0.0000,121384292,31.9,1783418353
mutex,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,5263753.7,1441042,44539125,67336667,78269584,0.0000,0.0531,0,482641,0.0000,0.0000,117817125,32.1,1783418355
moody,latency,4,4,4,1024,none,2.00,1000000,7,2000000,2.0000,1.000,8049700.7,1418083,63739292,88836417,101401792,0.0000,0.2079,0,229473,0.0000,0.0000,119023666,32.0,1783418358
