queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,cons_cov,vcsw,ivcsw,retries_per_op,secondary_per_op,calib_ns,peak_rss_mb,unix_time
faa,throughput,4,4,4,64,none,1.50,1000000,2,3810965,1.5057,2.531,0.0,0,0,0,0,0.0014,0.0011,0,1378868,0.0000,0.8554,118277625,1.6,1783445905
casticket,throughput,4,4,4,64,none,1.50,1000000,2,3879118,1.5058,2.576,0.0,0,0,0,0,0.0018,0.0017,0,1392899,0.0042,0.8396,118586041,1.7,1783445907
mutex,throughput,4,4,4,64,none,1.50,1000000,2,7048234,1.5054,4.682,0.0,0,0,0,0,0.0163,0.0082,0,502698,0.0000,0.0000,117141584,1.8,1783445909
ms,throughput,4,4,4,8192,none,1.50,1000000,2,12975753,2.3280,5.574,0.0,0,0,0,0,0.1508,0.0532,0,27343,0.6962,0.2582,103297375,245.0,1783446032
vyukov,throughput,4,4,4,8192,none,1.50,1000000,2,4852431,1.5241,3.184,0.0,0,0,0,0,0.1217,0.2120,0,65756,0.6158,1.6878,123715208,2.0,1783446034
vyukov-b,throughput,4,4,4,8192,none,1.50,1000000,2,5535540,1.5048,3.678,0.0,0,0,0,0,0.1247,0.1775,0,80112,0.6056,1.6423,128551417,1.9,1783446036
faa,throughput,4,4,4,8192,none,1.50,1000000,2,29950857,1.5059,19.889,0.0,0,0,0,0,0.0568,0.0317,0,92983,0.0000,0.0918,119247667,1.8,1783446037
casticket,throughput,4,4,4,8192,none,1.50,1000000,2,33738246,1.5057,22.406,0.0,0,0,0,0,0.0266,0.0261,0,103822,0.7401,0.0494,122613125,1.8,1783446039
mutex,throughput,4,4,4,8192,none,1.50,1000000,2,22053622,1.5037,14.666,0.0,0,0,0,0,0.0810,0.1521,0,353815,0.0000,0.0000,123784125,2.4,1783446041
moody,throughput,4,4,4,8192,none,1.50,1000000,2,12637843,1.5156,8.339,0.0,0,0,0,0,0.5306,0.0895,0,9350,0.0000,0.0000,115494667,2.0,1783446043
ms,throughput,1,1,1,1024,none,1.50,1000000,2,28109259,2.3321,12.053,0.0,0,0,0,0,0.0000,0.0000,0,718,0.0000,0.0000,123799417,415.5,1783446046
vyukov,throughput,1,1,1,1024,none,1.50,1000000,2,176241727,1.5051,117.099,0.0,0,0,0,0,0.0000,0.0000,0,40,0.0000,0.0000,118364958,1.2,1783446048
vyukov-b,throughput,1,1,1,1024,none,1.50,1000000,2,180466729,1.5051,119.907,0.0,0,0,0,0,0.0000,0.0000,0,956,0.0000,0.0000,119891625,1.2,1783446050
faa,throughput,1,1,1,1024,none,1.50,1000000,2,199894385,1.5051,132.815,0.0,0,0,0,0,0.0000,0.0000,0,96,0.0000,0.0001,125423417,1.2,1783446052
casticket,throughput,1,1,1,1024,none,1.50,1000000,2,117687165,1.5036,78.272,0.0,0,0,0,0,0.0000,0.0000,0,2812,0.0000,0.0001,125192750,1.2,1783446054
mutex,throughput,1,1,1,1024,none,1.50,1000000,2,50500372,1.5027,33.607,0.0,0,0,0,0,0.0000,0.0000,0,653146,0.0000,0.0000,109418291,1.5,1783446056
moody,throughput,1,1,1,1024,none,1.50,1000000,2,38430240,1.5050,25.534,0.0,0,0,0,0,0.0000,0.0000,0,986,0.0000,0.0000,121708458,1.2,1783446058
spsc,throughput,1,1,1,1024,none,1.50,1000000,2,550348873,1.5051,365.665,0.0,0,0,0,0,0.0000,0.0000,0,1279,0.0000,0.0000,123936834,1.2,1783446060
ms,throughput,2,2,1,1024,none,1.50,1000000,2,30990002,1.9207,16.135,0.0,0,0,0,0,0.0859,0.0035,0,1508,0.2136,0.0733,123207834,298.3,1783446062
vyukov,throughput,2,2,1,1024,none,1.50,1000000,2,35753505,1.5051,23.755,0.0,0,0,0,0,0.0038,0.0112,0,967,0.6682,0.4184,121277250,1.3,1783446064
vyukov-b,throughput,2,2,1,1024,none,1.50,1000000,2,34055624,1.5051,22.627,0.0,0,0,0,0,0.0056,0.0029,0,3032,0.6801,0.3977,124907667,1.3,1783446066
faa,throughput,2,2,1,1024,none,1.50,1000000,2,38545935,1.5051,25.610,0.0,0,0,0,0,0.0005,0.0003,0,139,0.0000,0.0001,121737666,1.3,1783446068
casticket,throughput,2,2,1,1024,none,1.50,1000000,2,40882600,1.5051,27.163,0.0,0,0,0,0,0.0060,0.0244,0,95,0.9929,0.0001,123204667,1.3,1783446070
mutex,throughput,2,2,1,1024,none,1.50,1000000,2,35023304,1.5048,23.274,0.0,0,0,0,0,0.0106,0.0356,0,999397,0.0000,0.0000,124496542,1.4,1783446072
moody,throughput,2,2,1,1024,none,1.50,1000000,2,22218560,1.5069,14.744,0.0,0,0,0,0,0.0055,0.0014,0,2755,0.0000,0.0000,134641459,1.3,1783446074
ms,throughput,4,4,1,1024,all-int,1.50,1000000,2,8696440,1.5053,5.777,0.0,0,0,0,0,0.0123,0.0263,0,22280,1.2784,0.4784,125773000,11.2,1783446076
vyukov,throughput,4,4,1,1024,all-int,1.50,1000000,2,12707407,1.5052,8.442,0.0,0,0,0,0,0.0104,0.0288,0,22512,0.6751,1.4761,118581292,1.3,1783446078
vyukov-b,throughput,4,4,1,1024,all-int,1.50,1000000,2,14617145,1.5064,9.703,0.0,0,0,0,0,0.0114,0.0339,0,69474,0.5442,1.0997,124399792,1.3,1783446080
faa,throughput,4,4,1,1024,all-int,1.50,1000000,2,25194586,1.5051,16.739,0.0,0,0,0,0,0.0085,0.0045,0,67227,0.0000,0.1720,123629959,1.4,1783446081
casticket,throughput,4,4,1,1024,all-int,1.50,1000000,2,25033328,1.5032,16.653,0.0,0,0,0,0,0.0299,0.0165,0,25992,1.0383,0.0136,125580083,1.4,1783446083
mutex,throughput,4,4,1,1024,all-int,1.50,1000000,2,28615608,1.5051,19.012,0.0,0,0,0,0,0.0090,0.0041,0,630461,0.0000,0.0000,123523250,1.6,1783446085
moody,throughput,4,4,1,1024,all-int,1.50,1000000,2,12484353,1.5072,8.283,0.0,0,0,0,0,0.0735,0.0251,0,7718,0.0000,0.0000,123233334,1.4,1783446087
ms,throughput,4,4,1,1024,all-bg,1.50,1000000,2,7283423,2.2825,3.191,0.0,0,0,0,0,0.0455,0.3801,0,10718,0.3630,0.0904,122666500,133.7,1783446090
vyukov,throughput,4,4,1,1024,all-bg,1.50,1000000,2,879856,1.5053,0.585,0.0,0,0,0,0,0.1157,0.1211,0,3217,0.4698,0.7617,115860792,1.3,1783446092
vyukov-b,throughput,4,4,1,1024,all-bg,1.50,1000000,2,767435,1.5053,0.510,0.0,0,0,0,0,0.0402,0.0974,0,3874,0.4961,0.8956,125841083,1.4,1783446094
faa,throughput,4,4,1,1024,all-bg,1.50,1000000,2,27579038,1.5053,18.322,0.0,0,0,0,0,0.0055,0.0062,0,142146,0.0000,0.0050,118938166,1.3,1783446096
casticket,throughput,4,4,1,1024,all-bg,1.50,1000000,2,15856383,1.5052,10.534,0.0,0,0,0,0,0.0080,0.0052,0,61253,0.6938,0.0038,123346708,1.4,1783446098
mutex,throughput,4,4,1,1024,all-bg,1.50,1000000,2,5493049,1.5053,3.649,0.0,0,0,0,0,0.0109,0.0218,0,230063,0.0000,0.0000,116993041,1.5,1783446100
moody,throughput,4,4,1,1024,all-bg,1.50,1000000,2,4212735,1.5052,2.799,0.0,0,0,0,0,0.0746,0.0759,0,6781,0.0000,0.0000,124326042,1.4,1783446102
ms,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,52876.8,833,1491458,4380125,6790208,0.0000,0.0252,0,495363,0.2715,0.0016,121571541,25.4,1783446104
vyukov,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,8756.2,458,243958,1014666,4521833,0.0000,0.0364,0,158941,1.5587,0.0243,116422667,24.2,1783446106
vyukov-b,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,6245.1,458,133041,918708,2016250,0.0000,0.0188,0,144655,1.4084,0.0224,124881750,24.2,1783446108
faa,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,5031.3,375,86917,835667,2286250,0.0000,0.0031,0,109994,0.0000,2.1824,120993541,24.2,1783446110
casticket,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,1780.9,375,15917,287917,1937959,0.0000,0.0036,0,68397,0.0103,2.4089,124470042,24.2,1783446112
mutex,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,7137.1,1750,73875,482167,1387750,0.0000,0.0049,0,626720,0.0000,0.0000,123017250,24.3,1783446114
moody,latency,4,4,1,1024,none,1.50,1000000,2,1500000,1.5000,1.000,1823.8,500,11583,348833,979958,0.0000,0.0609,0,89171,0.0000,0.0000,119923166,24.2,1783446115
ms,latency,4,4,4,1024,none,1.50,1000000,2,1483185,1.5000,0.989,9299195.5,7199792,36749417,107842875,131472334,0.0000,0.2683,0,31204,0.8795,0.0455,122336417,30.4,1783446117
vyukov,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,6125516.6,1590125,53289459,99586042,115297667,0.0000,0.1515,0,178119,1.0179,0.9056,126151083,24.2,1783446119
vyukov-b,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,5962759.4,1702250,45831542,63474542,81197209,0.0000,0.1724,0,186928,0.9907,0.7987,125444542,24.3,1783446122
faa,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,1503172.3,876208,8222541,12450541,16892833,0.0000,0.0746,0,86538,0.0000,0.5816,117888583,24.4,1783446124
casticket,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,1539675.8,902542,8409625,12313500,15270500,0.0000,0.0863,0,69029,0.5466,0.5771,124129208,24.3,1783446126
mutex,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,7066266.3,1411042,56369917,82777000,96183083,0.0000,0.0704,0,328234,0.0000,0.0000,122565292,24.5,1783446128
moody,latency,4,4,4,1024,none,1.50,1000000,2,1500000,1.5000,1.000,8641657.3,1463042,72312500,96572125,109181459,0.0000,0.2213,0,199434,0.0000,0.0000,123217792,24.4,1783446130
