queue,mode,producers,consumers,oversubscribe,capacity,qos,seconds,rate,trial,ops,elapsed_s,throughput_mops,mean_ns,p50_ns,p99_ns,p999_ns,max_ns,fair_cov,calib_ns,unix_time
moody,throughput,4,4,1,1024,prod-bg,2.00,1000000,4,9504578,2.0102,4.728,0.0,0,0,0,0,0.0855,122684167,1783190439
ms,throughput,4,4,1,1024,cons-bg,2.00,1000000,4,28956053,6.8008,4.258,0.0,0,0,0,0,0.0214,123962041,1783190446
vyukov,throughput,4,4,1,1024,cons-bg,2.00,1000000,4,9864985,2.0102,4.908,0.0,0,0,0,0,0.0071,119332792,1783190449
faa,throughput,4,4,1,1024,cons-bg,2.00,1000000,4,17843520,2.0102,8.877,0.0,0,0,0,0,0.0017,123625875,1783190451
mutex,throughput,4,4,1,1024,cons-bg,2.00,1000000,4,22522871,2.0075,11.219,0.0,0,0,0,0,0.0037,123135375,1783190454
moody,throughput,4,4,1,1024,cons-bg,2.00,1000000,4,4042007,2.0101,2.011,0.0,0,0,0,0,0.1618,124690166,1783190456
ms,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,24425.3,166,11916,7609291,9492458,0.0000,123853292,1783190459
vyukov,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,524.4,125,625,32667,961917,0.0000,122140292,1783190461
faa,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,547.1,84,584,43209,924625,0.0000,125045917,1783190464
mutex,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,48169.7,208,988041,9907583,11798250,0.0000,122898959,1783190466
moody,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,466.6,167,1250,37417,748584,0.0000,123935458,1783190468
spsc,latency,1,1,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,1564.8,167,3667,496042,1765833,0.0000,124323000,1783190471
ms,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,101581.0,500,3287625,8824125,10454750,0.0000,115575750,1783190473
vyukov,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,241993.7,417,5986708,9940958,13093917,0.0000,124819833,1783190476
faa,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,156285.2,334,4741000,8985000,10916500,0.0000,123605333,1783190478
mutex,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,203341.1,2083,5490750,9328500,10405792,0.0000,120108292,1783190481
moody,latency,4,4,1,1024,none,2.00,1000000,4,2000000,2.0000,1.000,300567.9,500,7261042,11087750,12972875,0.0000,125763083,1783190483
ms,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,11140648.1,8205958,40825500,78409416,95546833,0.0000,122795875,1783190486
vyukov,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,5815303.7,1865541,42144791,57298583,81416500,0.0000,123426208,1783190489
faa,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,2121590.7,1048292,12944417,21153709,30414917,0.0000,118922167,1783190491
mutex,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,6509284.6,1565834,47362834,75828125,90455792,0.0000,124286208,1783190494
moody,latency,4,4,4,1024,none,2.00,1000000,4,2000000,2.0000,1.000,9079268.4,1876291,70681916,97533666,112485375,0.0000,123434708,1783190496
